incident_id,date,description,city,state,location,attack_type,ideology,group,case_number,heat_map_id,source,processed_date,predicted_term,predicted_term_machine,confidence,base_similarity,frequency_in_training,related_terms,method,secondary_matches,manual_term,is_correct,confidence_level,year,month,quarter,description_short
67578,2024-09-04,An employee hung antisemitic and racist signs at their place of work.,Smithtown,New York,"Smithtown, New York",Antisemitic Incident: Harassment,,,144646,67578,raw,2025-12-16,Burning Neo-Nazi Symbols,Numbers / Symbols,0.5471112095514933,0.5134445428848267,0,[],graph_enhanced,"[{'term': 'Hate Symbol', 'score': 0.4916326701641083}, {'term': 'HATE (symbol)', 'score': 0.4872758984565735}]",Antisemitism,0,Medium,2024,9,3,An employee hung antisemitic and racist signs at their place of work.
67685,2024-09-17,Antisemitic and racist slurs and swastikas were etched into outdoor bleachers.,East Northport,New York,"East Northport, New York",Antisemitic Incident: Vandalism,,,144648,67685,raw,2025-12-16,Burning Neo-Nazi Symbols,Numbers / Symbols,0.6227834188143412,0.5891167521476746,0,[],graph_enhanced,"[{'term': 'Swastika', 'score': 0.5280669331550598}, {'term': 'Hakenkreuz Skinheads', 'score': 0.5240687727928162}]",Antisemitism,0,Medium,2024,9,3,Antisemitic and racist slurs and swastikas were etched into outdoor bleachers.
67713,2024-09-19,Swastika graffiti was spray-painted on a dumpster in a parking lot.,Lindenhurst,New York,"Lindenhurst, New York",Antisemitic Incident: Vandalism,,,144649,67713,raw,2025-12-16,Swastika,Numbers / Symbols,0.5439614020983378,0.5102947354316711,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.5102599263191223}, {'term': 'Hakenkreuz Skinheads', 'score': 0.48218539357185364}]",Antisemitism,0,Medium,2024,9,3,Swastika graffiti was spray-painted on a dumpster in a parking lot.
68174,2024-10-09,A swastika was drawn on a classroom table at a high school.,Dix Hills,New York,"Dix Hills, New York",Antisemitic Incident: Vandalism,,,144652,68174,raw,2025-12-16,Swastika,Numbers / Symbols,0.6356447302500406,0.601978063583374,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.4750014841556549}, {'term': 'Hakenkreuz Skinheads', 'score': 0.4731077551841736}]",Antisemitism,0,Medium,2024,10,4,A swastika was drawn on a classroom table at a high school.
68176,2024-10-09,A swastika was spray-painted on the side of a building.,Sound Beach,New York,"Sound Beach, New York",Antisemitic Incident: Vandalism,,,144653,68176,raw,2025-12-16,Swastika,Numbers / Symbols,0.6596102399826049,0.592610239982605,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.5413990020751953}, {'term': 'Nazi Party Flag (Symbol)', 'score': 0.48381543159484863}]",Antisemitism,0,Medium,2024,10,4,A swastika was spray-painted on the side of a building.
67998,2024-10-16,"Graffiti was written on a street sign that read: ""Fuck Zionism.""",Baltimore,Maryland,"Baltimore, Maryland",Antisemitic Incident: Vandalism,,,144658,67998,raw,2025-12-16,Zionazi,Slogans / Code words,0.6540223919550577,0.6203557252883911,0,[],graph_enhanced,"[{'term': 'Z.O.G. (Zionist Occupied Government)', 'score': 0.5221776962280273}, {'term': 'Da Goyim Know', 'score': 0.5119404792785645}]",Antisemitism,0,Medium,2024,10,4,"Graffiti was written on a street sign that read: ""Fuck Zionism."""
67970,2024-10-12,"An individual swerved their car aggressively towards a visibly Jewish pedestrian and shouted, ""I'm gonna kill you Jews.""",Brooklyn,New York,"Brooklyn, New York",Antisemitic Incident: Assault,,,144655,67970,raw,2025-12-16,Jersey City Kosher Market Shooting,Incidents / Events,0.5447182896931966,0.5443849563598633,0,[],graph_enhanced,"[{'term': 'David Anderson', 'score': 0.5291734337806702}, {'term': 'Richard Baumhammers', 'score': 0.5221599340438843}]",Antisemitism,0,Medium,2024,10,4,"An individual swerved their car aggressively towards a visibly Jewish pedestrian and shouted, ""I'm gonna kill you Jews."""
68018,2024-10-02,An individual received an antisemitic text message from an unknown source.,Mount Sinai,New York,"Mount Sinai, New York",Antisemitic Incident: Harassment,,,144651,68018,raw,2025-12-16,Stop Zionist Hate,Groups / Movements,0.4863434079488118,0.4860100746154785,0,[],graph_enhanced,"[{'term': '((()))', 'score': 0.47943198680877686}, {'term': 'Antisemitism', 'score': 0.4748396873474121}]",Antisemitism,0,Low,2024,10,4,An individual received an antisemitic text message from an unknown source.
69966,2024-10-16,A homeowner displayed a homemade swastika flag outside of their home.,Etna,Pennsylvania,"Etna, Pennsylvania",Antisemitic Incident: Harassment,,,144654,69966,raw,2025-12-16,Swastika,Numbers / Symbols,0.5467237813472747,0.4797237813472748,0,[],graph_enhanced,"[{'term': 'Nazi Party Flag (Symbol)', 'score': 0.4136645793914795}, {'term': 'Burning Neo-Nazi Symbols', 'score': 0.4047467112541199}]",Antisemitism,0,Medium,2024,10,4,A homeowner displayed a homemade swastika flag outside of their home.
67994,2024-10-15,Several swastikas were drawn on the desk of a high school student.,Austin,Texas,"Austin, Texas",Antisemitic Incident: Vandalism,,,144659,67994,raw,2025-12-16,Swastika,Numbers / Symbols,0.5694062077204386,0.535739541053772,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.48266109824180603}, {'term': 'Hakenkreuz Skinheads', 'score': 0.4545455574989319}]",Antisemitism,0,Medium,2024,10,4,Several swastikas were drawn on the desk of a high school student.
68150,2024-10-07,Swastika graffiti was spray-painted on a monument at a public park.,Marblehead,Massachusetts,"Marblehead, Massachusetts",Antisemitic Incident: Vandalism,,,144662,68150,raw,2025-12-16,Swastika,Numbers / Symbols,0.6288598461151123,0.5618598461151123,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.508754312992096}, {'term': 'Imperial German Flag (symbol)', 'score': 0.45290249586105347}]",Antisemitism,0,Medium,2024,10,4,Swastika graffiti was spray-painted on a monument at a public park.
67862,2024-09-30,"An elementary school student bullied a Jewish classmate and said, "" Student's name is stinking Israeli and his family is stinking Israelis.""",New Orleans,Louisiana,"New Orleans, Louisiana",Antisemitic Incident: Harassment,,,144665,67862,raw,2025-12-16,Name the Nose tour,Incidents / Events,0.5154135468800862,0.5150802135467529,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.5145929455757141}, {'term': 'Jew-ish', 'score': 0.5007222294807434}]",Antisemitism,0,Medium,2024,9,3,"An elementary school student bullied a Jewish classmate and said, "" Student's name is stinking Israeli and his family is stinking Israelis."""
67991,2024-10-14,A middle school student showed a Jewish classmate a video of Israel being bombed and performed a Nazi salute.,Spokane,Washington,"Spokane, Washington",Antisemitic Incident: Harassment,,,144700,67991,raw,2025-12-16,Brother Nathanael,People,0.4570304396947225,0.4566971063613891,0,[],graph_enhanced,"[{'term': 'Hitler salute', 'score': 0.44869011640548706}, {'term': 'Dancing Israelis', 'score': 0.4482884705066681}]",Antisemitism,0,Low,2024,10,4,A middle school student showed a Jewish classmate a video of Israel being bombed and performed a Nazi salute.
68084,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""Heil Hitler! I am sick and tired of you deceitful, lying Jews destroying this country through mass immigration and degeneracy!"" and claimed to have planted a bomb in the facility to show solidarity with Palestine.",Peekskill,New York,"Peekskill, New York",Antisemitic Incident: Harassment,,,144672,68084,raw,2025-12-16,Jew coup,Slogans / Code words,0.5414206627209981,0.5410873293876648,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.51619952917099}, {'term': 'Stop Zionist Hate', 'score': 0.5155930519104004}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""Heil Hitler! I am sick and tired of you deceitful, lying Jews destroying this country through mass immigration and degeneracy!"" and claimed to have planted a bomb in the facility to show solidarity with Palestine."
68076,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Dobbs Ferry,New York,"Dobbs Ferry, New York",Antisemitic Incident: Harassment,,,144673,68076,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68086,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of two synagogues targeted in a day).",Rye,New York,"Rye, New York",Antisemitic Incident: Harassment,,,144674,68086,raw,2025-12-16,Jew coup,Slogans / Code words,0.5747585856119791,0.5410919189453125,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.5211585760116577}, {'term': 'Zionazi', 'score': 0.5131757855415344}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of two synagogues targeted in a day)."
68091,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of five synagogues targeted in a day).",White Plains,New York,"White Plains, New York",Antisemitic Incident: Harassment,,,144675,68091,raw,2025-12-16,Jew coup,Slogans / Code words,0.5470264795621236,0.5466931462287903,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.527477502822876}, {'term': 'Stop Zionist Hate', 'score': 0.516711950302124}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of five synagogues targeted in a day)."
68093,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of five synagogues targeted in a day).",White Plains,New York,"White Plains, New York",Antisemitic Incident: Harassment,,,144677,68093,raw,2025-12-16,Jew coup,Slogans / Code words,0.5470264795621236,0.5466931462287903,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.527477502822876}, {'term': 'Stop Zionist Hate', 'score': 0.516711950302124}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of five synagogues targeted in a day)."
68083,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",North Castle,New York,"North Castle, New York",Antisemitic Incident: Harassment,,,144678,68083,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68074,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Chappaqua,New York,"Chappaqua, New York",Antisemitic Incident: Harassment,,,144679,68074,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68088,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of two synagogues targeted in a day).",Scarsdale,New York,"Scarsdale, New York",Antisemitic Incident: Harassment,,,144680,68088,raw,2025-12-16,Jew coup,Slogans / Code words,0.5747585856119791,0.5410919189453125,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.5211585760116577}, {'term': 'Zionazi', 'score': 0.5131757855415344}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of two synagogues targeted in a day)."
68085,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Port Chester,New York,"Port Chester, New York",Antisemitic Incident: Harassment,,,144681,68085,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
69967,2024-10-10,"A mural at Hamilton College was vandalized with a swastika and a message that read: ""Call for the death of Jews wherever you find them.""",Clinton,New York,"Clinton, New York",Antisemitic Incident: Vandalism,,,144670,69967,raw,2025-12-16,Swastika,Numbers / Symbols,0.532932814280192,0.4992661476135254,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.47014421224594116}, {'term': 'Diversity = White Genocide (symbol)', 'score': 0.46795716881752014}]",Antisemitism,0,Medium,2024,10,4,"A mural at Hamilton College was vandalized with a swastika and a message that read: ""Call for the death of Jews wherever you find them."""
68097,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Yorktown Heights,New York,"Yorktown Heights, New York",Antisemitic Incident: Harassment,,,144692,68097,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68075,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Croton-On-Hudson,New York,"Croton-On-Hudson, New York",Antisemitic Incident: Harassment,,,144693,68075,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68078,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Mahopac,New York,"Mahopac, New York",Antisemitic Incident: Harassment,,,144694,68078,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68090,2024-10-03,"A Jewish community center received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Syracuse,New York,"Syracuse, New York",Antisemitic Incident: Harassment,,,144695,68090,raw,2025-12-16,Jew coup,Slogans / Code words,0.5660442673365275,0.5323776006698608,0,[],graph_enhanced,"[{'term': 'Stop Zionist Hate', 'score': 0.5259551405906677}, {'term': 'Da Goyim Know', 'score': 0.5113184452056885}]",Antisemitism,0,Medium,2024,10,4,"A Jewish community center received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68153,2024-10-07,"A Jewish day school received an antisemitic bomb threat that read: ""TO SHOW SOLIDARITY WITH PALESTINE AGAINST YOU DEGENERATE KIKE RATS I HAVE STUFFED A NAIL BOMB DOWN THE TOILET IN YOUR INSTITUTION.""",DeWitt,New York,"DeWitt, New York",Antisemitic Incident: Harassment,,,144696,68153,raw,2025-12-16,Operation Kristallnacht,Incidents / Events,0.5077727678616841,0.5074394345283508,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.4756489098072052}, {'term': 'Kevin Barrett', 'score': 0.47349831461906433}]",Antisemitism,0,Medium,2024,10,4,"A Jewish day school received an antisemitic bomb threat that read: ""TO SHOW SOLIDARITY WITH PALESTINE AGAINST YOU DEGENERATE KIKE RATS I HAVE STUFFED A NAIL BOMB DOWN THE TOILET IN YOUR INSTITUTION."""
68156,2024-10-07,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Syracuse,New York,"Syracuse, New York",Antisemitic Incident: Harassment,,,144697,68156,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68154,2024-10-07,"A Jewish organization's office received an antisemitic bomb threat that read: ""TO SHOW SOLIDARITY WITH PALESTINE AGAINST YOU DEGENERATE KIKE RATS I HAVE STUFFED A NAIL BOMB DOWN THE TOILET IN YOUR INSTITUTION.""",DeWitt,New York,"DeWitt, New York",Antisemitic Incident: Harassment,,,144698,68154,raw,2025-12-16,Operation Kristallnacht,Incidents / Events,0.5107988360722859,0.5104655027389526,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.49938660860061646}, {'term': 'Jew coup', 'score': 0.4944527745246887}]",Antisemitism,0,Medium,2024,10,4,"A Jewish organization's office received an antisemitic bomb threat that read: ""TO SHOW SOLIDARITY WITH PALESTINE AGAINST YOU DEGENERATE KIKE RATS I HAVE STUFFED A NAIL BOMB DOWN THE TOILET IN YOUR INSTITUTION."""
68094,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of five synagogues targeted in a day).",White Plains,New York,"White Plains, New York",Antisemitic Incident: Harassment,,,144682,68094,raw,2025-12-16,Jew coup,Slogans / Code words,0.5470264795621236,0.5466931462287903,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.527477502822876}, {'term': 'Stop Zionist Hate', 'score': 0.516711950302124}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of five synagogues targeted in a day)."
68089,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of two synagogues targeted in a day).",Scarsdale,New York,"Scarsdale, New York",Antisemitic Incident: Harassment,,,144683,68089,raw,2025-12-16,Jew coup,Slogans / Code words,0.5747585856119791,0.5410919189453125,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.5211585760116577}, {'term': 'Zionazi', 'score': 0.5131757855415344}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of two synagogues targeted in a day)."
68072,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine.""",Briarcliff Manor,New York,"Briarcliff Manor, New York",Antisemitic Incident: Harassment,,,144684,68072,raw,2025-12-16,Jew coup,Slogans / Code words,0.5422287824948628,0.5418954491615295,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.519955575466156}, {'term': 'Stop Zionist Hate', 'score': 0.5189911723136902}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."""
68080,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of three synagogues targeted in New Rochelle in one day).",New Rochelle,New York,"New Rochelle, New York",Antisemitic Incident: Harassment,,,144685,68080,raw,2025-12-16,Jew coup,Slogans / Code words,0.5818762146631876,0.548209547996521,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.5274434089660645}, {'term': 'Zionazi', 'score': 0.513837456703186}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of three synagogues targeted in New Rochelle in one day)."
68081,2024-10-03,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of three synagogues targeted in a day).",New Rochelle,New York,"New Rochelle, New York",Antisemitic Incident: Harassment,,,144686,68081,raw,2025-12-16,Jew coup,Slogans / Code words,0.5768250190416971,0.5431583523750305,0,[],graph_enhanced,"[{'term': 'Israel Shamir', 'score': 0.5235285758972168}, {'term': 'Zionazi', 'score': 0.5151032209396362}]",Antisemitism,0,Medium,2024,10,4,"A synagogue received an antisemitic bomb threat email that read: ""HEIL HITLER! I AM SICK AND TIRED OF YOU DECEITFUL, LYING JEWS DESTROYING THIS COUNTRY THROUGH MASS IMMIGRATION AND DEGENERACY!"" and claimed to have planted a bomb in the facility ""to show solidarity with Palestine."" (This incident represents one of three synagogues targeted in a day)."
